,user,tweet text,compound,positive,negative,neutral,tweets back
53,CBSNews,"Saudi Crown Prince Mohammed bin Salman will meet Tuesday with Pres. Trump at the White House. For @60Minutes,… https://t.co/wBWGdTk4Xc",0.0,0.0,0.0,1.0,54
54,CBSNews,"One of Saudi Crown Prince Mohammed bin Salman's top advisers, Mohammed al-Shaikh, tells @NorahODonnell the governme… https://t.co/dLFbHQ58Mi",0.2023,0.101,0.0,0.899,55
55,CBSNews,"The nation's largest cattle industry lobby group is fighting to defend the traditional meaning of the word ""meat.""… https://t.co/63kOgu0NJv",-0.34,0.053,0.121,0.825,56
56,CBSNews,"RT @CBSThisMorning: United transported more than 138,000 animals last year, 18 of those died and 13 were injured. A much higher rate than a…",-0.5423,0.096,0.216,0.687,57
57,CBSNews,A German shepherd is finally back home with his family Friday morning after United Airlines mistakenly sent him hal… https://t.co/HHAIEMj47d,0.1531,0.127,0.1,0.773,58
58,CBSNews,Pentagon hints budget woes are a possible factor in a fighter jet crash off Key West that killed both crew members… https://t.co/2dTUBEWoPq,-0.8591,0.058,0.365,0.578,59
59,CBSNews,The man who once held one of the most powerful positions in sports media says a cocaine dealer who blackmailed him… https://t.co/YJFHOOA1Sy,0.4754,0.134,0.0,0.866,60
60,CBSNews,"MORE: Top Saudi official Mohammed al-Shaikh says secretive corruption crackdown was ""efficient""… https://t.co/DuFJM8rOS2",0.4265,0.191,0.0,0.809,61
61,CBSNews,"RT @CBSThisMorning: ""Your world in 90 seconds."" Watch this morning's Eye Opener. (Presented by @Toyota) https://t.co/WSN0bKp5aq https://t.c…",0.0,0.0,0.0,1.0,62
62,CBSNews,"RT @CBSThisMorning: ""All we can do is promise a very thorough investigation, getting to the bottom of this and mourn those who we have lost…",-0.128,0.085,0.103,0.812,63
63,CBSNews,Surveillance video from Marjory Stoneman Douglas High School in Florida shows how a sheriff's deputy failed to go a… https://t.co/Kq3DqzkuM4,-0.5106,0.0,0.155,0.845,64
64,CBSNews,We’re learning new details about what Saudi Arabia’s government calls its “crackdown on corruption. @NorahODonnell… https://t.co/i7zJSKxkUy,0.0,0.0,0.0,1.0,65
65,CBSNews,"""Russian Roulette"" authors reveal the debate in the Obama administration on how to deal with Russian cyberattacks:… https://t.co/paJmzLwolf",0.0,0.0,0.0,1.0,66
66,CBSNews,The Treasury Dept. announced sanctions on 5 Russian organizations and 19 people. Russian Pres. Putin has not respon… https://t.co/yn7Fgb3B3T,0.2023,0.096,0.0,0.904,67
67,CBSNews,The Department of Homeland Security and the FBI say a sophisticated Russian attack group infiltrated U.S. power gri… https://t.co/6kh94OLQAs,0.4404,0.249,0.129,0.622,68
68,CBSNews,The Russia investigation is one step closer to the president. Special counsel Robert Mueller has sent a subpoena to… https://t.co/ySPabaEYVN,0.4019,0.13,0.0,0.87,69
69,CBSNews,Friday could bring new staff shake-ups at the White House. National security adviser H.R. McMaster could be the nex… https://t.co/mjq2cnB5Bu,0.34,0.112,0.0,0.888,70
70,CBSNews,The Department of Defense says everyone on board a U.S. military helicopter was killed when it crashed in western I… https://t.co/U0N8LYqwfX,-0.6124,0.062,0.188,0.75,71
71,CBSNews,The bridge that collapsed in Miami was built using innovative technology called Accelerated Bridge Construction. Tw… https://t.co/434lJMF0gD,0.2023,0.145,0.105,0.75,72
72,CBSNews,"RT @CBSThisMorning: Good morning, it's Friday, March 16th. Welcome to @CBSThisMorning.

Join us now. https://t.co/ptdUr8zyHK",0.7964,0.403,0.0,0.597,73
73,CBSNews,The death toll rose to 6 overnight in the collapse of a pedestrian bridge onto a busy Miami highway. The 5-day-old… https://t.co/OmLU0pWJOt,-0.7964,0.0,0.295,0.705,74
74,CBSNews,"Hillary Clinton was treated briefly at a hospital in western India after suffering a minor injury at her hotel, the… https://t.co/jN5Om9nmVe",-0.7096,0.0,0.258,0.742,75
75,CBSNews,"NRCC Chairman Steve Stivers says Pennsylvania Democrats ""outraised and outspent"" Republicans in Tuesday's special e… https://t.co/JrK3e3VOnI",0.4019,0.153,0.0,0.847,76
76,CBSNews,Coming up on @CBSThisMorning: More from our interview with Saudi Arabia's Crown Prince for Sunday's @60Minutes.… https://t.co/umRs9ZnLdK,0.0,0.0,0.0,1.0,77
77,CBSNews,"RT @CBSThisMorning: THIS MORNING: 
🔜 @bojorquezcbs has the latest details on FL bridge collapse
🔜 @MargBrennan discusses her interview with…",-0.4939,0.0,0.158,0.842,78
78,CBSNews,AHEAD: @CBSThisMorning reports from Florida with the latest on the investigation into @FIU's deadly bridge collapse. https://t.co/dJnCBBlgVC,-0.4939,0.0,0.167,0.833,79
79,CBSNews,"Death toll rises to 6 in Florida pedestrian bridge collapse, authorities say; police say it has turned ""from a resc… https://t.co/Rzoc5xgJr2",-0.7964,0.0,0.295,0.705,80
80,CBSNews,"Forest Whitaker tackles Desmond Tutu's legacy in ""The Forgiven"" https://t.co/UZuRFtH8Le https://t.co/tm9FVtULOp",0.3818,0.206,0.0,0.794,81
81,CBSNews,"""Shame on you."" Rihanna doesn't accept Snapchat's apology after an ad on the app appeared to mock her domestic viol… https://t.co/jW5pnOsTkb",-0.8037,0.0,0.352,0.648,82
82,CBSNews,Death toll raised to 6 in Fla. pedestrian bridge collapse https://t.co/MlXewpST9x https://t.co/TivjYgAPfw,-0.7964,0.0,0.441,0.559,83
83,CBSNews,Ex-Marine admits to killing Army reservist in California motel https://t.co/T1Px8Bazst https://t.co/6cjM7QEJ4L,-0.4939,0.141,0.282,0.577,84
84,CBSNews,What scandals? Wells Fargo CEO Tim Sloan gets $4.6M raise https://t.co/IFzGi1EjKh https://t.co/5SpKK3QAFj,-0.296,0.132,0.211,0.658,85
85,CBSNews,Judge will allow five Bill Cosby accusers to testify at sex assault retrial https://t.co/zmuOsqj9Ms https://t.co/6CWCQfHFlO,-0.4404,0.102,0.203,0.695,86
86,CBSNews,Death toll raised to 6 in Miami pedestrian bridge collapse https://t.co/fNekBr7z4R https://t.co/ynYkr8fZan,-0.7964,0.0,0.441,0.559,87
87,CBSNews,"Jamaican artist Flourgon sues Miley Cyrus over song ""We Can't Stop"" https://t.co/jp7KQ5NFXx https://t.co/3zgU7qXrcT",0.2235,0.136,0.0,0.864,88
88,CBSNews,Police think no one still alive in rubble of collapsed Fla. bridge rubble: Report https://t.co/k237o7wAag https://t.co/AwRZN4cCWi,-0.1779,0.131,0.216,0.653,89
89,CBSNews,Trump's opioid plan includes pushing death penalty for drug dealers https://t.co/x2b6qT3gBO https://t.co/6AwQrRgQvO,-0.7845,0.0,0.408,0.592,90
90,CBSNews,"Harper Lee's estate sues over Broadway adaptation of ""Mockingbird"" https://t.co/qfV6MdoTh8 https://t.co/t6uqDcNPYN",0.0,0.0,0.0,1.0,91
91,CBSNews,Burt Reynolds says he fell in love with Sally Field when she was 7 https://t.co/F31fsi9mMN https://t.co/uc84UvERxm,0.6369,0.231,0.0,0.769,92
92,CBSNews,Complaint claims lawyers for Trump Hotels threatened Panama judicial official https://t.co/CoucA7X6ni https://t.co/PskxdTMcOL,-0.6369,0.0,0.342,0.658,93
93,CBSNews,"White House shake-up: Chief of staff John Kelly may also be on the way out, sources say https://t.co/Slv6bcDG4F https://t.co/P67oscQGBq",0.0,0.0,0.0,1.0,94
94,CBSNews,"George Lucas hopes his new museum will inspire people to ""imagine things that don't exist"" https://t.co/dUc9OuOgry https://t.co/ZXUEiND59l",0.7579,0.302,0.0,0.698,95
95,CBSNews,Ballplayer let go after disturbing domestic violence video released https://t.co/X4Sl3uJ9AX https://t.co/HaCCLBAecg,-0.8126,0.0,0.451,0.549,96
96,CBSNews,"Toys ""R"" Us closing leaves workers, customers hanging https://t.co/YWuUUe5AGd https://t.co/LEpAfNxDHL",0.0,0.0,0.0,1.0,97
97,CBSNews,"Rihanna's anger over ad sparks online outrage, Snapchat profuse apology https://t.co/o1i7ZO9GrC https://t.co/oNJP2YPHaU",-0.7783,0.07,0.407,0.523,98
98,CBSNews,"U.S. commander: ""Definitely a change"" in Iran's behavior https://t.co/gpkjamz8Tv https://t.co/I9b1QA8Xdo",0.4019,0.252,0.0,0.748,99
99,CBSNews,"""American Idol"" contestant says Katy Perry's kiss did not upset him https://t.co/2KgnkxdhN5 https://t.co/ZpgCerssBN",0.6103,0.312,0.0,0.688,100
0,nytimes,"When it comes to Russian meddling, President Trump has taken a far softer stand than his own administration. Here's… https://t.co/uDGQLNwKvh",0.0,0.0,0.0,1.0,1
1,nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/UcEPdmD5nP,0.0,0.0,0.0,1.0,2
2,nytimes,"""How am I supposed to find a life partner if I can’t even find many men who treat women like equals?"" https://t.co/aTklTX0dFa",0.6369,0.234,0.0,0.766,3
3,nytimes,"Why the tax law might make your car payments go up
https://t.co/xHTHUvPJnH",0.0,0.0,0.0,1.0,4
4,nytimes,"RT @Neil_Irwin: Trump keeps ignoring trade in services, focusing only on the trade deficit in physical goods. This misses a lot about the p…",-0.743,0.0,0.267,0.733,5
5,nytimes,Billie Piper may be a household name on the British stage. Now she's coming to New York. https://t.co/gwpLcdPAIN,0.0,0.0,0.0,1.0,6
6,nytimes,"This soda bread is is best eaten still steaming from the oven, slathered with salted Irish butter… https://t.co/1LpaTzJVwF",0.6369,0.198,0.0,0.802,7
7,nytimes,"The ghost of Angelina Jolie past hangs over the new, suitably titled “Tomb Raider,” a dreary, inept reboot starring… https://t.co/FPmNyszSa5",-0.5719,0.0,0.217,0.783,8
8,nytimes,"Despite a celebrated refugee settlement system, nothing has prepared Canada for the Yazidis https://t.co/TZ1tEql5aA",0.465,0.226,0.102,0.672,9
9,nytimes,"“She was an angel. She wanted to become a lawyer, and she was so beautiful,"" said Orlando Duran. He believes his da… https://t.co/tPW5mIly8A",0.0,0.0,0.0,1.0,10
10,nytimes,All “doors-off” helicopter flights have been halted in the U.S. while regulators investigate a crash that killed 5… https://t.co/w5SMAVtZyO,-0.802,0.0,0.31,0.69,11
11,nytimes,"Nearly 3 in 4 teachers oppose letting staff carry guns in school, a new poll finds https://t.co/Xc0SdQ3imc",0.0,0.0,0.0,1.0,12
12,nytimes,"“Stealing an instrument in New Orleans is like removing a statue from a church,” said Ben Jaffe, a musician whose 3… https://t.co/X2LuSQaceb",0.3612,0.122,0.0,0.878,13
13,nytimes,One NYT reader's reaction to South Africa's former president Jacob Zuma being charged with corruption related to an… https://t.co/CGEcwufePO,-0.2023,0.0,0.091,0.909,14
14,nytimes,"After Trump fired Rex Tillerson in a tweet, we asked experts to discuss the history of the secretary of state, once… https://t.co/0SfoZ0zVpy",-0.5574,0.0,0.153,0.847,15
15,nytimes,The price French bulldogs pay for being so cute https://t.co/PG6pPSUKL6,0.5371,0.291,0.106,0.603,16
16,nytimes,NASA had to set the record straight: Mark Kelly and Scott Kelly are just as much twins as they were before Scott we… https://t.co/kLfTdpQlnx,0.2263,0.076,0.0,0.924,17
17,nytimes,"Where President Trump goes wrong on trade, and why it matters https://t.co/G1X6DBG0td",-0.4588,0.077,0.218,0.704,18
18,nytimes,Ben Carson and David Shulkin remain in their cabinet posts despite speculation that they would be replaced because… https://t.co/fXIlqoNBTk,0.0,0.0,0.0,1.0,19
19,nytimes,"Modern Love: He was struggling with an obscure neurological illness. Before he died in January, she was his world. https://t.co/x6Re17Emfa",-0.5994,0.143,0.311,0.546,20
20,nytimes,"When Sheryl Sandberg’s book published 5 years ago this month, it became a cultural phenomenon. But what is its actu… https://t.co/ztY46OSsq7",0.0,0.0,0.0,1.0,21
21,nytimes,"In @NYTOpinion 

Wuilly Arteaga, an exiled violinist-activist, tells his story of Venezuela's oppression https://t.co/Pj5EvKeNji",0.0,0.0,0.0,1.0,22
22,nytimes,"When Sheryl Sandberg’s book published 5 years ago this month, it became a cultural phenomenon. But what is it's act… https://t.co/VpVmBKwS7e",0.0,0.0,0.0,1.0,23
23,nytimes,It’s a bold plan to wean Californians from their cars: promote denser housing near transit. So why are some environ… https://t.co/B8IupZQLg5,0.6369,0.224,0.0,0.776,24
24,nytimes,"In @NYTOpinion 

Op-Ed Columnist @DouthatNYT writes, ""The papal plan for a truce is either ingenious or deceptive,… https://t.co/wb51yz7PQS",0.0,0.0,0.0,1.0,25
25,nytimes,Readers wrote in with their accounts of workplace sexual harassment. Experts offered their advice. https://t.co/ColJHiLWyr,-0.5423,0.0,0.2,0.8,26
26,nytimes,"The Bollywood legend, Madhubala has been compared to Marilyn Monroe: the smoldering looks, the short but prolific c… https://t.co/kzmzYgqYCV",0.0,0.0,0.0,1.0,27
27,nytimes,A study confirms what news reports have suggested: Trump’s campaign rallies were associated with a rise in violence… https://t.co/vFhsK1XEzI,0.0,0.0,0.0,1.0,28
28,nytimes,Is your NCAA bracket still intact? Here's what you can expect on Day 2 of March Madness. https://t.co/qRJz5FmT5m,-0.2732,0.091,0.147,0.761,29
29,nytimes,"We visit the Kafkaesque Office of Administrative Trials and Hearings — or, more simply, the place you go to fight a… https://t.co/ZR34fTJZbZ",-0.3818,0.0,0.115,0.885,30
30,nytimes,"Our recap of the latest episode of ""Atlanta"" https://t.co/ad28WxZOf0",0.0,0.0,0.0,1.0,31
31,nytimes,How to learn about Quebec's identity? Have a meal there. https://t.co/OpH25ZfUwn,0.0,0.0,0.0,1.0,32
32,nytimes,Trump's new chief economic adviser is known for his provocative punditry. Here are 6 of Larry Kudlow's not-so-on-th… https://t.co/DMXw4jkETp,0.0,0.0,0.0,1.0,33
33,nytimes,"RT @NYTSports: Catch up on last night's NCAA tournament action, including the first major upset. The Bulls practically ran the Wildcats out…",-0.3818,0.0,0.11,0.89,34
34,nytimes,The prompt: “Draw an effective leader.” Both men and women almost always drew men. https://t.co/ymuGRpqhXG,0.4767,0.181,0.0,0.819,35
35,nytimes,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're including the stories of… https://t.co/TITtPpjRTO",0.0,0.0,0.0,1.0,36
36,nytimes,Snapchat shares fell 4% after Rihanna criticized an ad for making light of domestic violence. The ad asked whether… https://t.co/YYvtfHMdhb,-0.6597,0.085,0.256,0.659,37
37,nytimes,"“Somebody must show that the Afro-American race is more sinned against than sinning, and it seems to have fallen up… https://t.co/mXfkZQMC1J",-0.3612,0.0,0.111,0.889,38
38,nytimes,"75 people were arrested in a raid of a local prostitution ring, the Hong Kong police said https://t.co/9iZEflS13L",-0.4767,0.0,0.171,0.829,39
39,nytimes,Jimmy Kimmel wants to help Stormy Daniels pay her way out of a nondisclosure agreement with President Trump. Late-n… https://t.co/YmwaqaQCPT,0.6705,0.253,0.06,0.687,40
40,nytimes,"RT @NYTMetro: The number of homeless students in New York City public schools climbed to 111,500 last school year https://t.co/ASiAsqI0sb",0.0772,0.064,0.0,0.936,41
41,nytimes,He supplies coffee to Starbucks. He owns much of Ethiopia. Where is Mohammed Hussein Al Amoudi? https://t.co/nPota5WJug,0.0,0.0,0.0,1.0,42
42,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/oH3F6RmLMD https://t.co/kYsz30Xcvj,0.0,0.0,0.0,1.0,43
43,nytimes,Breaking News: South Africa's former president Jacob Zuma has been charged with corruption related to an arms deal… https://t.co/FKlttyfYc4,-0.2023,0.0,0.091,0.909,44
44,nytimes,"At least 6 people were killed when a pedestrian bridge in South Florida collapsed in a pile of metal, concrete and… https://t.co/SU3GWBfGxN",-0.765,0.0,0.28,0.72,45
45,nytimes,"All 7 service members aboard a military helicopter died in a crash in western Iraq on Thursday, U.S. officials said https://t.co/eiWgXoiA2J",-0.7351,0.049,0.281,0.67,46
46,nytimes,Reports of gold from the sky spread like wildfire among social media users in Russia's far east https://t.co/8jeDIooY3r,0.3612,0.128,0.0,0.872,47
47,nytimes,"Students talk about the terror of lockdowns: ""I remember very vividly thinking, If this is the end of my life, that… https://t.co/b59EALRr5s",-0.5267,0.0,0.139,0.861,48
48,nytimes,"Winters in the U.S. have gotten warmer in the past 30 years, and some of the coldest parts of the country have warm… https://t.co/NsYsJmxQfO",0.296,0.087,0.0,0.913,49
49,nytimes,"Drivers leapt from their cars to help pull people free, but quickly realized they could save only the people in car… https://t.co/qrG09SRWv5",0.8074,0.304,0.0,0.696,50
50,nytimes,One of the world's best brews is also one of the rarest: It can only be purchased at a Trappist monastery in Belgiu… https://t.co/dwZeHEXrqM,0.6369,0.16,0.0,0.84,51
51,nytimes,"Britain said that it was ""overwhelmingly likely"" that Vladimir Putin personally ordered the nerve agent attack agai… https://t.co/mnqKLMkuPz",-0.5574,0.0,0.223,0.777,52
52,nytimes,"Andrew Cuomo and his political operation have gone into overdrive, though his aides say it has nothing to do with C… https://t.co/C5Qz73Q10y",0.0,0.0,0.0,1.0,53
53,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/qbWj43MLtq https://t.co/DNVWpN9CDM,0.0,0.0,0.0,1.0,54
54,nytimes,"Russian hackers have infiltrated U.S. and European water and power plants, with the potential to sabotage them, the… https://t.co/249KNZfown",-0.5267,0.0,0.159,0.841,55
55,nytimes,"Vanessa Trump has filed for an uncontested divorce from Donald Trump Jr., her husband of 12 years https://t.co/jdzxgUWHTp",0.0,0.0,0.0,1.0,56
56,nytimes,"A sister of Dylann Roof, the man who killed 9 black churchgoers in 2015, was arrested for bringing weapons to a sch… https://t.co/AyMHzriNO7",-0.8885,0.0,0.382,0.618,57
57,nytimes,Ida B. Wells was an investigative reporter who exposed the systematic lynching of black men in the South. Her work… https://t.co/YUc8xgcnGv,0.1779,0.09,0.058,0.852,58
58,nytimes,The Bollywood legend Madhubala starred in more than 70 movies in her 36 years. She was called a “living Taj Mahal” https://t.co/9ylcULekE2,0.0,0.0,0.0,1.0,59
59,nytimes,"""It is scary, as his lying has become the new normal."" Canadians were baffled by President Trump's reported comment… https://t.co/MVRehuw74t",-0.765,0.0,0.268,0.732,60
60,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/FXxyYOWEmj https://t.co/9MIN1bQFeG,0.0,0.0,0.0,1.0,61
61,nytimes,"To abolish the coin would be ""to give into inflation and to trash 1,000 years of history,"" one person tweeted https://t.co/1BiPt7Jf1A",0.0,0.0,0.0,1.0,62
62,nytimes,"The special counsel, Robert Mueller, has subpoenaed the Trump Organization in recent weeks to turn over documents,… https://t.co/9dyXY88GPx",0.4019,0.137,0.0,0.863,63
63,nytimes,"She suggested that the death of a young man had been the latest act of police brutality. The next day, assailants s… https://t.co/2NP8yBRLhG",-0.836,0.0,0.283,0.717,64
64,nytimes,"An American military helicopter crashed in western Iraq, killing some of the 7 service members aboard https://t.co/w2gU4sAxcm",-0.6486,0.056,0.226,0.718,65
65,nytimes,"""You shouldn't categorize people like this,"" Angela Merkel said. But some Germans call the man who runs the food ba… https://t.co/It2SrOln49",-0.2755,0.0,0.095,0.905,66
66,nytimes,"Theresa May promised to ""freeze Russian state assets wherever we have the evidence that they may be used to threate… https://t.co/75sXaXJCcy",0.5267,0.231,0.0,0.769,67
67,nytimes,RT @nytimesworld: President Trump admits he told an untruth to Prime Minster Justin Trudeau. Canadians are baffled over why the leader of t…,0.296,0.091,0.0,0.909,68
68,nytimes,"""They have the ability to shut the power off. All that's missing is some political motivation,"" said a security tec… https://t.co/1DJTYA1W39",0.3612,0.197,0.092,0.711,69
69,nytimes,"Russian hackers have infiltrated U.S. and European water and power plants, with the potential to sabotage them, the… https://t.co/pMo5Kyx3Qm",-0.5267,0.0,0.159,0.841,70
70,nytimes,Rising ocean levels are causing waves to break on the statues and platforms built by an ancient civilization. Easte… https://t.co/9ueOnAtJT0,0.0,0.0,0.0,1.0,71
71,nytimes,Creamy pasta with smoked bacon and peas. Ready in 15 minutes. https://t.co/fCxEI2weqI,0.3612,0.185,0.0,0.815,72
